query_movie_id,query_title,model,rank,recommended_movie_id,recommended_title,cosine_similarity,recommended_overview
155,The Dark Knight,mpnet,2,736073,"Batman: The Long Halloween, Part One",0.7927020788192749,"Following a brutal series of murders taking place on Halloween, Thanksgiving, and Christmas, Gotham City's young vigilante known as the Batman sets out to pursue the mysterious serial killer alongside police officer James Gordon and district attorney Harvey Dent."
155,The Dark Knight,mpnet,3,414906,The Batman,0.772710919380188,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler."
155,The Dark Knight,mpnet,4,272,Batman Begins,0.7703555822372437,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman."
155,The Dark Knight,mpnet,5,268,Batman,0.7643216848373413,"Having witnessed his parents' brutal murder as a child, millionaire philanthropist Bruce Wayne fights crime in Gotham City disguised as Batman, a costumed hero who strikes fear into the hearts of villains. But when a deformed madman known as 'The Joker' seizes control of Gotham's criminal underworld, Batman must face his most ruthless nemesis ever while protecting both his identity and his love interest, reporter Vicki Vale."
155,The Dark Knight,mpnet,6,736074,"Batman: The Long Halloween, Part Two",0.76023930311203,"As Gotham City's young vigilante, the Batman, struggles to pursue a brutal serial killer, district attorney Harvey Dent gets caught in a feud involving the criminal family of the Falcones."
155,The Dark Knight,mpnet,7,471474,Batman: Gotham by Gaslight,0.7124864459037781,"In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper."
155,The Dark Knight,mpnet,8,382322,Batman: The Killing Joke,0.7053298950195312,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness."
155,The Dark Knight,mpnet,9,209112,Batman v Superman: Dawn of Justice,0.6958638429641724,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before."
155,The Dark Knight,mpnet,10,69735,Batman: Year One,0.6897512674331665,A wealthy playboy named Bruce Wayne and a Chicago cop named Jim Gordon both return to Gotham City where their lives unexpectedly intersect.
155,The Dark Knight,gte_modernbert,1,49026,The Dark Knight Rises,0.8185203075408936,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy."
155,The Dark Knight,gte_modernbert,2,209112,Batman v Superman: Dawn of Justice,0.8002721071243286,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before."
155,The Dark Knight,gte_modernbert,3,408220,Justice League Dark,0.7911467552185059,"When innocent civilians begin committing unthinkable crimes across Metropolis, Gotham City and beyond, Batman must call upon mystical counterparts to eradicate this demonic threat to the planet; enter Justice League Dark. This team of Dark Arts specialists must unravel the mystery of Earth's supernatural plague and contend with the rising, powerful villainous forces behind the siege—before it's too late for all of mankind."
155,The Dark Knight,gte_modernbert,4,242643,Batman: Assault on Arkham,0.7877315878868103,Batman works desperately to find a bomb planted by the Joker while Amanda Waller sends her newly-formed Suicide Squad to break into Arkham Asylum and recover vital information stolen by the Riddler.
155,The Dark Knight,gte_modernbert,5,268,Batman,0.7850728034973145,"Having witnessed his parents' brutal murder as a child, millionaire philanthropist Bruce Wayne fights crime in Gotham City disguised as Batman, a costumed hero who strikes fear into the hearts of villains. But when a deformed madman known as 'The Joker' seizes control of Gotham's criminal underworld, Batman must face his most ruthless nemesis ever while protecting both his identity and his love interest, reporter Vicki Vale."
155,The Dark Knight,gte_modernbert,6,408648,Batman and Harley Quinn,0.7822602987289429,"Batman and Nightwing are forced to team with the Joker's sometimes-girlfriend Harley Quinn to stop a global threat brought about by Poison Ivy and Jason Woodrue, the Floronic Man."
155,The Dark Knight,gte_modernbert,7,471474,Batman: Gotham by Gaslight,0.7746405601501465,"In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper."
155,The Dark Knight,gte_modernbert,8,736074,"Batman: The Long Halloween, Part Two",0.7664694786071777,"As Gotham City's young vigilante, the Batman, struggles to pursue a brutal serial killer, district attorney Harvey Dent gets caught in a feud involving the criminal family of the Falcones."
155,The Dark Knight,gte_modernbert,9,414906,The Batman,0.7624578475952148,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler."
155,The Dark Knight,gte_modernbert,10,736073,"Batman: The Long Halloween, Part One",0.7604997754096985,"Following a brutal series of murders taking place on Halloween, Thanksgiving, and Christmas, Gotham City's young vigilante known as the Batman sets out to pursue the mysterious serial killer alongside police officer James Gordon and district attorney Harvey Dent."
27205,Inception,minilm,1,109431,Identity Thief,0.47811830043792725,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman."
27205,Inception,minilm,2,29193,The Spanish Prisoner,0.47600847482681274,An inventor of a secret process suddenly finds himself alone as both his friends and the corporation he works for turn against him.
27205,Inception,minilm,3,2322,Sneakers,0.4755198359489441,"When shadowy U.S. intelligence agents blackmail a reformed computer hacker and his eccentric team of security experts into stealing a code-breaking 'black box' from a Soviet-funded genius, they uncover a bigger conspiracy. Now, he and his 'sneakers' must save themselves and the world economy by retrieving the box from their blackmailers."
27205,Inception,minilm,4,51876,Limitless,0.46508920192718506,The life of an unsuccessful writer is transformed by a top-secret 'smart drug' that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life.
27205,Inception,minilm,5,3525,Working Girl,0.4608907699584961,"When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job."
27205,Inception,minilm,6,10425,The Death and Life of Bobby Z,0.4541664719581604,"A DEA agent provides former Marine Tim Kearney with a way out of his prison sentence: impersonate Bobby Z, a recently deceased drug dealer, in a hostage switch with a crime lord. When the negotiations go awry, Kearney flees, with Z's son in tow."
27205,Inception,minilm,7,8284,The Limits of Control,0.45416343212127686,"A mysterious stranger works outside the law and keeps his objectives hidden, trusting no one. While his demeanor is paradoxically focused and dreamlike all at once, he embarks on a journey that not only takes him across Spain, but also through his own consciousness."
27205,Inception,minilm,8,255157,The Forger,0.4536888301372528,"A former child art prodigy and second generation petty thief arranges to buy his way out of prison to spend time with his ailing son, only to be forced to alter his plans and commit one more job for the man who financed his release."
27205,Inception,minilm,9,11321,Seven Pounds,0.4502415955066681,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
27205,Inception,minilm,10,207703,Kingsman: The Secret Service,0.44900453090667725,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.
27205,Inception,mpnet,1,2322,Sneakers,0.5232251882553101,"When shadowy U.S. intelligence agents blackmail a reformed computer hacker and his eccentric team of security experts into stealing a code-breaking 'black box' from a Soviet-funded genius, they uncover a bigger conspiracy. Now, he and his 'sneakers' must save themselves and the world economy by retrieving the box from their blackmailers."
27205,Inception,mpnet,2,302156,Criminal,0.5138125419616699,"CIA Agent Bill Pope is on a mission to track down a shadowy hacker named 'The Dutchman'. When he gets mysteriously killed, an experimental procedure transfers his memories into a dangerous ex-convict. When he wakes up Pope's memories, his mission is to eliminate The Dutchman before the hacker launches ICBMs and starts World War III."
27205,Inception,mpnet,3,978592,Sleeping Dogs,0.5129855871200562,"Roy Freeman, an ex-homicide detective with a fractured memory, is forced to revisit a case he can't remember. As a man's life hangs in the balance on death row, Freeman must piece together the brutal evidence from a decade-old murder investigation, uncovering a sinister web of buried secrets and betrayals linking to his past. With only instincts to trust, he faces a chilling truth - sometimes, it's best to let sleeping dogs lie."
27205,Inception,mpnet,4,9323,Ghost in the Shell,0.5087719559669495,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster."
27205,Inception,mpnet,5,818397,Memory,0.5004580020904541,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust."
27205,Inception,mpnet,6,10163,The Lawnmower Man,0.4997309446334839,A simple man is turned into a genius through the application of computer science.
27205,Inception,mpnet,7,4169,Breach,0.49969154596328735,"Eric O'Neill, a low-level surveillance expert with the FBI, believes he is accomplishing his dream of becoming a full-fledged agent, with his unexpected promotion and assignment to clerk for Robert Hanssen, a renowned senior agent with 25 years in the FBI. However, he soon learns the reason for his promotion is to gain Hanssen's trust and find proof that he is a traitor to the country. Determined to draw the suspected double-agent out of deep cover, O'Neill finds himself in a lethal game of spy vs. spy, where nothing is as it seems."
27205,Inception,mpnet,8,29193,The Spanish Prisoner,0.49830225110054016,An inventor of a secret process suddenly finds himself alone as both his friends and the corporation he works for turn against him.
27205,Inception,mpnet,9,399035,The Commuter,0.49786150455474854,"A businessman, on his daily commute home, gets unwittingly caught up in a criminal conspiracy that threatens not only his life but the lives of those around him."
27205,Inception,mpnet,10,9620,Paycheck,0.4975127875804901,"Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water."
27205,Inception,gte_modernbert,1,21407,The Collector,0.7386508584022522,"Desperate to repay his debt to his ex-wife, an ex-con plots a heist at his new employer's country home, unaware that a second criminal has also targeted the property, and rigged it with a series of deadly traps."
27205,Inception,gte_modernbert,2,115348,Paranoia,0.7272019386291504,"An entry-level employee at a powerful corporation finds himself occupying a corner office, but at a dangerous price—he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage."
27205,Inception,gte_modernbert,3,3525,Working Girl,0.7196074724197388,"When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job."
27205,Inception,gte_modernbert,4,119283,Parker,0.7174766659736633,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist."
27205,Inception,gte_modernbert,5,1727,Bird on a Wire,0.7158644199371338,"An FBI informant has kept his new identity secret for 15 years. Now an old flame has recognised him, and the bad guys are back for revenge."
27205,Inception,gte_modernbert,6,2155,Reindeer Games,0.7104328274726868,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist."
27205,Inception,gte_modernbert,7,302156,Criminal,0.7102334499359131,"CIA Agent Bill Pope is on a mission to track down a shadowy hacker named 'The Dutchman'. When he gets mysteriously killed, an experimental procedure transfers his memories into a dangerous ex-convict. When he wakes up Pope's memories, his mission is to eliminate The Dutchman before the hacker launches ICBMs and starts World War III."
27205,Inception,gte_modernbert,8,9277,The Sting,0.7102278470993042,A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.
27205,Inception,gte_modernbert,9,2322,Sneakers,0.709392786026001,"When shadowy U.S. intelligence agents blackmail a reformed computer hacker and his eccentric team of security experts into stealing a code-breaking 'black box' from a Soviet-funded genius, they uncover a bigger conspiracy. Now, he and his 'sneakers' must save themselves and the world economy by retrieving the box from their blackmailers."
27205,Inception,gte_modernbert,10,10133,Cypher,0.7093380093574524,"An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale."
862,Toy Story,minilm,1,10193,Toy Story 3,0.7586122751235962,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy."
862,Toy Story,minilm,2,863,Toy Story 2,0.7400597333908081,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong."
862,Toy Story,minilm,3,301528,Toy Story 4,0.5444011092185974,"Woody has always been confident about his place in the world, devoted to taking care of his kid—whether that's Andy or Bonnie. But after Bonnie creates a reluctant new toy called ""Forky"", a road trip adventure alongside old and new friends challenges everything Woody believes about loyalty, purpose, and what it truly means to be a toy."
862,Toy Story,minilm,4,16187,Buzz Lightyear of Star Command: The Adventure Begins,0.47646284103393555,Buzz Lightyear must battle Emperor Zurg with the help of three hopefuls who insist on being his partners.
862,Toy Story,minilm,5,718789,Lightyear,0.4287939667701721,Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.
862,Toy Story,minilm,6,10585,Child's Play,0.4226815700531006,"After being shot in a toy store, a serial killer transfers his soul into a Good Guy doll. A mother then gifts it to her 6-year old son Andy, which unleashes terror upon the city."
862,Toy Story,minilm,7,11186,Child's Play 2,0.39463943243026733,"Chucky is reconstructed by a toy factory to dispel the negative publicity surrounding the doll, and tracks young Andy Barclay to a foster home where the chase begins again."
862,Toy Story,minilm,8,13925,Luxo Jr.,0.39173558354377747,"A baby lamp finds a ball to play with and it's all fun and games until the ball bursts. Just when the elder Luxo thinks his kid will settle down for a bit, Luxo Jr. finds a ball ten times bigger."
862,Toy Story,minilm,9,55465,A Very Harold & Kumar Christmas,0.39038950204849243,"Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn."
862,Toy Story,minilm,10,9969,Deck the Halls,0.3881223201751709,"Determined to unseat Steve Finch's reign as the town's holiday season king, Buddy Hall plasters his house with so many decorative lights that it'll be visible from space! When their wives bond, and their kids follow suit, the two men only escalate their rivalry - and their decorating."
862,Toy Story,mpnet,1,10193,Toy Story 3,0.8329988718032837,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy."
862,Toy Story,mpnet,2,863,Toy Story 2,0.8169537782669067,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong."
862,Toy Story,mpnet,3,301528,Toy Story 4,0.645551860332489,"Woody has always been confident about his place in the world, devoted to taking care of his kid—whether that's Andy or Bonnie. But after Bonnie creates a reluctant new toy called ""Forky"", a road trip adventure alongside old and new friends challenges everything Woody believes about loyalty, purpose, and what it truly means to be a toy."
862,Toy Story,mpnet,4,16187,Buzz Lightyear of Star Command: The Adventure Begins,0.5125540494918823,Buzz Lightyear must battle Emperor Zurg with the help of three hopefuls who insist on being his partners.
862,Toy Story,mpnet,5,11186,Child's Play 2,0.5068923234939575,"Chucky is reconstructed by a toy factory to dispel the negative publicity surrounding the doll, and tracks young Andy Barclay to a foster home where the chase begins again."
862,Toy Story,mpnet,6,420814,Christopher Robin,0.49889782071113586,"Christopher Robin, the boy who had countless adventures in the Hundred Acre Wood, has grown up and lost his way. Now it’s up to his spirited and loveable stuffed animals, Winnie The Pooh, Tigger, Piglet, and the rest of the gang, to rekindle their friendship and remind him of endless days of childlike wonder and make-believe, when doing nothing was the very best something."
862,Toy Story,mpnet,7,10719,Elf,0.4912055730819702,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic."
862,Toy Story,mpnet,8,718789,Lightyear,0.4845614433288574,Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.
862,Toy Story,mpnet,9,15400,Mickey's Once Upon a Christmas,0.475208580493927,"Mickey, Minnie, and their famous friends Goofy, Donald, Daisy and Pluto gather together to reminisce about the love, magic and surprises in three wonder-filled stories of Christmas past."
862,Toy Story,mpnet,10,77887,Hawaiian Vacation,0.47037267684936523,The toys throw Ken and Barbie a Hawaiian vacation in Bonnie's room.
862,Toy Story,gte_modernbert,1,863,Toy Story 2,0.7975934743881226,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong."
862,Toy Story,gte_modernbert,2,10193,Toy Story 3,0.7972722053527832,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy."
862,Toy Story,gte_modernbert,3,301528,Toy Story 4,0.7573784589767456,"Woody has always been confident about his place in the world, devoted to taking care of his kid—whether that's Andy or Bonnie. But after Bonnie creates a reluctant new toy called ""Forky"", a road trip adventure alongside old and new friends challenges everything Woody believes about loyalty, purpose, and what it truly means to be a toy."
862,Toy Story,gte_modernbert,4,718789,Lightyear,0.6877400279045105,Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.
862,Toy Story,gte_modernbert,5,16187,Buzz Lightyear of Star Command: The Adventure Begins,0.6830646395683289,Buzz Lightyear must battle Emperor Zurg with the help of three hopefuls who insist on being his partners.
862,Toy Story,gte_modernbert,6,256835,Toy Story That Time Forgot,0.6763190031051636,"During a post-Christmas play date, the gang find themselves in uncharted territory when the coolest set of action figures ever turn out to be dangerously delusional. It's all up to Trixie, the triceratops, if the gang hopes to return to Bonnie's room in this Toy Story That Time Forgot."
862,Toy Story,gte_modernbert,7,10719,Elf,0.672720193862915,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic."
862,Toy Story,gte_modernbert,8,24100,The Little Vampire,0.6701992154121399,"Based on the popular books, the story tells of Tony who wants a friend to add some adventure to his life. What he gets is Rudolph, a vampire kid with a good appetite. The two end up inseparable, but their fun is cut short when all the hopes of the vampire race could be gone forever in single night. With Tony's access to the daytime world, he helps them to find what they've always wanted."
862,Toy Story,gte_modernbert,9,1634,Free Willy,0.6612515449523926,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them."
862,Toy Story,gte_modernbert,10,462883,Woody Woodpecker,0.6587657928466797,Woody Woodpecker enters a turf war with a big city lawyer wanting to tear down his home in an effort to build a house to flip.
238,The Godfather,minilm,1,240,The Godfather Part II,0.8038132786750793,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba."
238,The Godfather,minilm,2,242,The Godfather Part III,0.6521334648132324,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing."
238,The Godfather,minilm,3,1013601,The Alto Knights,0.5417301654815674,"Two of New York's most notorious organized crime bosses, Frank Costello and Vito Genovese, vie for control of the city's streets. Once the best of friends, petty jealousies and a series of betrayals place them on a deadly collision course that will reshape the Mafia (and America) forever."
238,The Godfather,minilm,4,873126,My Name Is Vendetta,0.5406330823898315,"After old enemies kill his family, a former mafia enforcer and his feisty daughter flee to Milan, where they hide out while plotting their revenge."
238,The Godfather,minilm,5,4477,The Devil's Own,0.5107191801071167,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder."
238,The Godfather,minilm,6,19413,"Ugly, Dirty and Bad",0.509203314781189,"Giacinto lives with his wife, their ten children and various other family members in a shack on the hills of Rome. Some time ago he has lost his left eye while at work, and got a consistent sum of money from the insurance company, which he keeps hidden from the rest of the family. His whole life is now based on defending the money he sees as his own, while the rest of the family tries to kill him."
238,The Godfather,minilm,7,59,A History of Violence,0.5074642896652222,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.
238,The Godfather,minilm,8,438396,Unknown Origins,0.5021933317184448,"In Madrid, Spain, a mysterious serial killer ruthlessly murders his victims by recreating the first appearance of several comic book superheroes. Cosme, a veteran police inspector who is about to retire, works on the case along with the tormented inspector David Valentín and his own son Jorge Elías, a nerdy young man who owns a comic book store."
238,The Godfather,minilm,9,14400,The Heir Apparent: Largo Winch,0.5016465783119202,"After a powerful billionaire is murdered, his secret adoptive son must race to prove his legitimacy, find his father's killers and stop them from taking over his financial empire."
238,The Godfather,minilm,10,575452,The Traitor,0.49409669637680054,"Palermo, Sicily, 1980. Mafia member Tommaso Buscetta decides to move to Brazil with his family fleeing the constant war between the different clans of the criminal organization. But when, after living several misfortunes, he is forced to return to Italy, he makes a bold decision that will change his life and the destiny of Cosa Nostra forever."
238,The Godfather,mpnet,1,242,The Godfather Part III,0.706571102142334,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing."
238,The Godfather,mpnet,2,240,The Godfather Part II,0.6992446184158325,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba."
238,The Godfather,mpnet,3,1013601,The Alto Knights,0.5778154730796814,"Two of New York's most notorious organized crime bosses, Frank Costello and Vito Genovese, vie for control of the city's streets. Once the best of friends, petty jealousies and a series of betrayals place them on a deadly collision course that will reshape the Mafia (and America) forever."
238,The Godfather,mpnet,4,877,Scarface,0.5541206002235413,"In 1920s Chicago, Italian immigrant and notorious thug, Antonio 'Tony' Camonte, aka Scarface, shoots his way to the top of the mobs while trying to protect his sister from the criminal life."
238,The Godfather,mpnet,5,11659,The Best of Youth,0.553597629070282,"After a fateful encounter in the summer of 1966, the lifepaths of two brothers from a middle-class Roman family diverge, intersecting with some of the most significant events of postwar Italian history in the following decades."
238,The Godfather,mpnet,6,10778,The Man Who Wasn't There,0.5533126592636108,"A tale of murder, crime and punishment set in the summer of 1949. Ed Crane, a barber in a small California town, is dissatisfied with his life, but his wife Doris' infidelity and a mysterious opportunity presents him with a chance to change it."
238,The Godfather,mpnet,7,36940,The First Beautiful Thing,0.5489879846572876,"The film tells the story of the Michelucci family, from the nineteen-seventies to the present day: the central character is the stunningly beautiful Anna, the lively, frivolous and sometimes embarrassing mother of Bruno and Valeria. Everything begins in the Summer of 1971, at the annual Summer beauty pageant held at Livorno’s most popular bathing establishment. Anna is unexpectedly crowned “Most Beautiful Mother”, unwittingly stirring the violent jealousy of her husband. From then on, chaos strikes the family and for Anna, Bruno and his sister Valeria, it is the start of an adventure that will only end thirty years later."
238,The Godfather,mpnet,8,112205,The Family,0.5458277463912964,"After ratting out his Mafia cohorts, Giovanni Manzoni and his family enter the Witness Protection Program and relocate to a sleepy town in France. Despite the best efforts of their handler to keep them in line, Giovanni (now called Fred Blake), his wife and children can't help but resort to doing things the ""family"" way. However, their dependence on such old habits places everyone in danger from vengeful mobsters."
